# Title:                 GRDC STATION DATA FILE
#                        --------------
# Format:                DOS-ASCII
# Field delimiter:       ;
# missing values are indicated by -999.000
#
# file generation date:  2020-09-07
#
# GRDC-No.:              4147700
# River:                 SUSQUEHANNA RIVER
# Station:               HARRISBURG, PA.
# Country:               US
# Latitude (DD):       40.2548
# Longitude (DD):      -76.8861
# Catchment area (km²):      62419.0
# Altitude (m ASL):        88.4
# Next downstream station:      4147703
# Remarks:               
# Owner of original data: United States of America - US Geological Survey (USGS)
#************************************************************
#
# Data Set Content:      MEAN DAILY DISCHARGE (Q)
#                        --------------------
# Unit of measure:                  m³/s
# Time series:           1890-10 - 2019-06
# No. of years:          130
# Last update:           2019-11-04
#
# Table Header:
#     YYYY-MM-DD - Date
#     hh:mm      - Time
#     Value   - original (provided) data
#************************************************************
#
# Data lines: 47018
# DATA
YYYY-MM-DD;hh:mm; Value
1890-10-01;--:--;    569.168
1890-10-02;--:--;    569.168
1890-10-03;--:--;    521.029
1890-10-04;--:--;    569.168
1890-10-05;--:--;    600.316
1890-10-06;--:--;    620.138
1890-10-07;--:--;    620.138
1890-10-08;--:--;    620.138
1890-10-09;--:--;    705.088
1890-10-10;--:--;    798.534
1890-10-11;--:--;    829.682
1890-10-12;--:--;    843.841
1890-10-13;--:--;    860.831
1890-10-14;--:--;    767.385
1890-10-15;--:--;    739.068
1890-10-16;--:--;    739.068
1890-10-17;--:--;    739.068
1890-10-18;--:--;    812.692
1890-10-19;--:--;    900.474
1890-10-20;--:--;   1044.890
1890-10-21;--:--;   1271.424
1890-10-22;--:--;   1475.305
1890-10-23;--:--;   1880.236
1890-10-24;--:--;   2916.630
1890-10-25;--:--;   4757.222
1890-10-26;--:--;   6597.814
1890-10-27;--:--;   5323.558
1890-10-28;--:--;   3681.184
1890-10-29;--:--;   2823.185
1890-10-30;--:--;   2177.562
1890-10-31;--:--;   2120.928
1890-11-01;--:--;   2061.463
1890-11-02;--:--;   1840.592
1890-11-03;--:--;   1636.711
1890-11-04;--:--;   1602.731
1890-11-05;--:--;   1376.196
1890-11-06;--:--;   1271.424
1890-11-07;--:--;   1237.444
1890-11-08;--:--;   1129.840
1890-11-09;--:--;   1025.068
1890-11-10;--:--;    925.959
1890-11-11;--:--;    891.979
1890-11-12;--:--;    891.979
1890-11-13;--:--;    925.959
1890-11-14;--:--;    925.959
1890-11-15;--:--;    991.088
1890-11-16;--:--;    959.940
1890-11-17;--:--;    925.959
1890-11-18;--:--;    860.831
1890-11-19;--:--;   1002.415
1890-11-20;--:--;   1160.989
1890-11-21;--:--;   1282.751
1890-11-22;--:--;   1560.256
1890-11-23;--:--;   1421.503
1890-11-24;--:--;   1279.919
1890-11-25;--:--;   1177.979
1890-11-26;--:--;   1093.028
1890-11-27;--:--;   1059.048
1890-11-28;--:--;    959.940
1890-11-29;--:--;    891.979
1890-11-30;--:--;    874.989
1890-12-01;--:--;    860.831
1890-12-02;--:--;    767.385
1890-12-03;--:--;    705.088
1890-12-04;--:--;    651.286
1890-12-05;--:--;    620.138
1890-12-06;--:--;    569.168
1890-12-07;--:--;    543.683
1890-12-08;--:--;    521.029
1890-12-09;--:--;    521.029
1890-12-10;--:--;    506.871
1890-12-11;--:--;    492.712
1890-12-12;--:--;    464.396
1890-12-13;--:--;    464.396
1890-12-14;--:--;    450.237
1890-12-15;--:--;    438.910
1890-12-16;--:--;    438.910
1890-12-17;--:--;    438.910
1890-12-18;--:--;    438.910
1890-12-19;--:--;    438.910
1890-12-20;--:--;    438.910
1890-12-21;--:--;    438.910
1890-12-22;--:--;    424.752
1890-12-23;--:--;    424.752
1890-12-24;--:--;    424.752
1890-12-25;--:--;    438.910
1890-12-26;--:--;    424.752
1890-12-27;--:--;    390.772
1890-12-28;--:--;    390.772
1890-12-29;--:--;    379.445
1890-12-30;--:--;    368.118
1890-12-31;--:--;    368.118
1891-01-01;--:--;    368.118
1891-01-02;--:--;    368.118
1891-01-03;--:--;    379.445
1891-01-04;--:--;    379.445
1891-01-05;--:--;    390.772
1891-01-06;--:--;    402.099
1891-01-07;--:--;    438.910
1891-01-08;--:--;    478.554
1891-01-09;--:--;    535.188
1891-01-10;--:--;    611.643
1891-01-11;--:--;    787.207
1891-01-12;--:--;   1059.048
1891-01-13;--:--;   1953.859
1891-01-14;--:--;   3284.749
1891-01-15;--:--;   2916.630
