# Title:                 GRDC STATION DATA FILE
#                        --------------
# Format:                DOS-ASCII
# Field delimiter:       ;
# missing values are indicated by -999.000
#
# file generation date:  2020-09-07
#
# GRDC-No.:              4149401
# River:                 ALABAMA RIVER
# Station:               CLAIRBORNE L+D NEAR MONROEVILLE
# Country:               US
# Latitude (DD):       31.6115
# Longitude (DD):      -87.553
# Catchment area (km²):      55615.1
# Altitude (m ASL):        -999.00
# Next downstream station:      4149400
# Remarks:               
# Owner of original data: United States of America - US Geological Survey (USGS)
#************************************************************
#
# Data Set Content:      MEAN DAILY DISCHARGE (Q)
#                        --------------------
# Unit of measure:                  m³/s
# Time series:           1975-10 - 2018-09
# No. of years:          44
# Last update:           2019-11-04
#
# Table Header:
#     YYYY-MM-DD - Date
#     hh:mm      - Time
#     Value   - original (provided) data
#************************************************************
#
# Data lines: 15706
# DATA
YYYY-MM-DD;hh:mm; Value
1975-10-01;--:--;   2208.710
1975-10-02;--:--;   2350.294
1975-10-03;--:--;   2293.661
1975-10-04;--:--;   2208.710
1975-10-05;--:--;   2038.810
1975-10-06;--:--;   1840.592
1975-10-07;--:--;   1699.008
1975-10-08;--:--;   1840.592
1975-10-09;--:--;   1982.176
1975-10-10;--:--;   2010.493
1975-10-11;--:--;   2067.126
1975-10-12;--:--;   2067.126
1975-10-13;--:--;   1925.542
1975-10-14;--:--;   1642.374
1975-10-15;--:--;   1415.840
1975-10-16;--:--;   1217.622
1975-10-17;--:--;   1302.573
1975-10-18;--:--;   1642.374
1975-10-19;--:--;   1868.909
1975-10-20;--:--;   1897.226
1975-10-21;--:--;   1840.592
1975-10-22;--:--;   1642.374
1975-10-23;--:--;   1444.157
1975-10-24;--:--;   1302.573
1975-10-25;--:--;   1217.622
1975-10-26;--:--;   1104.355
1975-10-27;--:--;   1047.722
1975-10-28;--:--;    962.771
1975-10-29;--:--;    877.821
1975-10-30;--:--;    877.821
1975-10-31;--:--;    792.870
1975-11-01;--:--;    880.652
1975-11-02;--:--;    900.474
1975-11-03;--:--;    792.870
1975-11-04;--:--;    512.534
1975-11-05;--:--;    560.673
1975-11-06;--:--;    747.564
1975-11-07;--:--;    940.118
1975-11-08;--:--;    937.286
1975-11-09;--:--;    787.207
1975-11-10;--:--;    591.821
1975-11-11;--:--;    532.356
1975-11-12;--:--;    792.870
1975-11-13;--:--;   1132.672
1975-11-14;--:--;   1217.622
1975-11-15;--:--;   1387.523
1975-11-16;--:--;   1529.107
1975-11-17;--:--;   1302.573
1975-11-18;--:--;   1047.722
1975-11-19;--:--;    736.237
1975-11-20;--:--;    764.554
1975-11-21;--:--;    877.821
1975-11-22;--:--;    962.771
1975-11-23;--:--;    962.771
1975-11-24;--:--;    962.771
1975-11-25;--:--;    792.870
1975-11-26;--:--;    792.870
1975-11-27;--:--;    792.870
1975-11-28;--:--;    792.870
1975-11-29;--:--;    792.870
1975-11-30;--:--;    651.286
1975-12-01;--:--;    792.870
1975-12-02;--:--;    877.821
1975-12-03;--:--;    991.088
1975-12-04;--:--;   1138.335
1975-12-05;--:--;   1356.375
1975-12-06;--:--;   1339.385
1975-12-07;--:--;   1211.959
1975-12-08;--:--;   1033.563
1975-12-09;--:--;    829.682
1975-12-10;--:--;    792.870
1975-12-11;--:--;    722.078
1975-12-12;--:--;    835.346
1975-12-13;--:--;    889.148
1975-12-14;--:--;    889.148
1975-12-15;--:--;    860.831
1975-12-16;--:--;    767.385
1975-12-17;--:--;    535.188
1975-12-18;--:--;    923.128
