# Title:                 GRDC STATION DATA FILE
#                        --------------
# Format:                DOS-ASCII
# Field delimiter:       ;
# missing values are indicated by -999.000
#
# file generation date:  2020-09-07
#
# GRDC-No.:              4126700
# River:                 OUACHITA RIVER
# Station:               MONROE, LA.
# Country:               US
# Latitude (DD):       32.5054
# Longitude (DD):      -92.1257
# Catchment area (km²):      39621.8
# Altitude (m ASL):        9.57
# Next downstream station:      4127930
# Remarks:               
# Owner of original data: United States of America - US Geological Survey (USGS)
#************************************************************
#
# Data Set Content:      MEAN DAILY DISCHARGE (Q)
#                        --------------------
# Unit of measure:                  m³/s
# Time series:           1929-01 - 1975-09
# No. of years:          47
# Last update:           2019-11-04
#
# Table Header:
#     YYYY-MM-DD - Date
#     hh:mm      - Time
#     Value   - original (provided) data
#************************************************************
#
# Data lines: 17074
# DATA
YYYY-MM-DD;hh:mm; Value
1929-01-01;--:--;    238.427
1929-01-02;--:--;    250.887
1929-01-03;--:--;    297.326
1929-01-04;--:--;    234.463
1929-01-05;--:--;    365.287
1929-01-06;--:--;    407.762
1929-01-07;--:--;    436.079
1929-01-08;--:--;    436.079
1929-01-09;--:--;    402.099
1929-01-10;--:--;    421.920
1929-01-11;--:--;    373.782
1929-01-12;--:--;    396.435
1929-01-13;--:--;    396.435
1929-01-14;--:--;    402.099
1929-01-15;--:--;    379.445
1929-01-16;--:--;    331.307
1929-01-17;--:--;    300.158
1929-01-18;--:--;    268.443
1929-01-19;--:--;    305.821
1929-01-20;--:--;    297.326
1929-01-21;--:--;    308.653
1929-01-22;--:--;    300.158
1929-01-23;--:--;    288.831
1929-01-24;--:--;    302.990
1929-01-25;--:--;    282.602
1929-01-26;--:--;    282.602
1929-01-27;--:--;    282.602
1929-01-28;--:--;    282.602
1929-01-29;--:--;    279.487
1929-01-30;--:--;    266.178
1929-01-31;--:--;    274.390
1929-02-01;--:--;    351.128
1929-02-02;--:--;    368.118
1929-02-03;--:--;    410.594
1929-02-04;--:--;    382.277
1929-02-05;--:--;    458.732
1929-02-06;--:--;    387.940
1929-02-07;--:--;    535.188
1929-02-08;--:--;    639.960
1929-02-09;--:--;    642.791
1929-02-10;--:--;    707.920
1929-02-11;--:--;    758.890
1929-02-12;--:--;    724.910
1929-02-13;--:--;    724.910
1929-02-14;--:--;    770.217
1929-02-15;--:--;    739.068
1929-02-16;--:--;    739.068
1929-02-17;--:--;    770.217
1929-02-18;--:--;    826.851
1929-02-19;--:--;    784.375
1929-02-20;--:--;    713.583
1929-02-21;--:--;    642.791
1929-02-22;--:--;    600.316
1929-02-23;--:--;    594.653
1929-02-24;--:--;    656.950
