# Title:                 GRDC STATION DATA FILE
#                        --------------
# Format:                DOS-ASCII
# Field delimiter:       ;
# missing values are indicated by -999.000
#
# file generation date:  2020-09-07
#
# GRDC-No.:              4122701
# River:                 KANSAS RIVER
# Station:               WAMEGO, KS
# Country:               US
# Latitude (DD):       39.1978
# Longitude (DD):      -96.3047
# Catchment area (km²):      143175.2
# Altitude (m ASL):        289.81
# Next downstream station:      4122700
# Remarks:               
# Owner of original data: United States of America - US Geological Survey (USGS)
#************************************************************
#
# Data Set Content:      MEAN DAILY DISCHARGE (Q)
#                        --------------------
# Unit of measure:                  m³/s
# Time series:           1919-01 - 2019-05
# No. of years:          101
# Last update:           2019-11-04
#
# Table Header:
#     YYYY-MM-DD - Date
#     hh:mm      - Time
#     Value   - original (provided) data
#************************************************************
#
# Data lines: 36652
# DATA
YYYY-MM-DD;hh:mm; Value
1919-01-23;--:--;     65.695
1919-01-24;--:--;     61.731
1919-01-25;--:--;     61.731
1919-01-26;--:--;     57.766
1919-01-27;--:--;     54.085
1919-01-28;--:--;     54.085
1919-01-29;--:--;     50.404
1919-01-30;--:--;     57.766
1919-01-31;--:--;     57.766
1919-02-01;--:--;     54.085
1919-02-02;--:--;     50.404
1919-02-03;--:--;     50.404
1919-02-04;--:--;     50.404
1919-02-05;--:--;     50.404
1919-02-06;--:--;     50.404
1919-02-07;--:--;     54.085
1919-02-08;--:--;     54.085
1919-02-09;--:--;     54.085
1919-02-10;--:--;     47.006
1919-02-11;--:--;     47.006
1919-02-12;--:--;     41.059
1919-02-13;--:--;     43.891
1919-02-14;--:--;     50.404
1919-02-15;--:--;     50.404
1919-02-16;--:--;    163.388
1919-02-17;--:--;     93.445
1919-02-18;--:--;     65.695
1919-02-19;--:--;     54.085
1919-02-20;--:--;     61.731
1919-02-21;--:--;     57.766
1919-02-22;--:--;     69.942
1919-02-23;--:--;     88.348
1919-02-24;--:--;    110.436
1919-02-25;--:--;    116.382
1919-02-26;--:--;    104.489
1919-02-27;--:--;     93.445
1919-02-28;--:--;    110.436
1919-03-01;--:--;     83.535
1919-03-02;--:--;     47.006
1919-03-03;--:--;     54.085
1919-03-04;--:--;     57.766
1919-03-05;--:--;     61.731
1919-03-06;--:--;     54.085
1919-03-07;--:--;     43.891
1919-03-08;--:--;     54.085
1919-03-09;--:--;     61.731
1919-03-10;--:--;     65.695
1919-03-11;--:--;     69.942
1919-03-12;--:--;     65.695
1919-03-13;--:--;     65.695
1919-03-14;--:--;     69.942
1919-03-15;--:--;     78.721
1919-03-16;--:--;    787.207
1919-03-17;--:--;    937.286
1919-03-18;--:--;    753.227
1919-03-19;--:--;    464.396
1919-03-20;--:--;    342.633
1919-03-21;--:--;    220.871
1919-03-22;--:--;    163.388
1919-03-23;--:--;    142.434
1919-03-24;--:--;    122.612
1919-03-25;--:--;    104.489
1919-03-26;--:--;    110.436
1919-03-27;--:--;    116.382
1919-03-28;--:--;    129.125
1919-03-29;--:--;    104.489
1919-03-30;--:--;     93.445
1919-03-31;--:--;     83.535
1919-04-01;--:--;     78.721
1919-04-02;--:--;     78.721
1919-04-03;--:--;     78.721
1919-04-04;--:--;     83.535
1919-04-05;--:--;     88.348
1919-04-06;--:--;     83.535
1919-04-07;--:--;     83.535
1919-04-08;--:--;     78.721
1919-04-09;--:--;     88.348
1919-04-10;--:--;    631.465
1919-04-11;--:--;    855.167
1919-04-12;--:--;    535.188
1919-04-13;--:--;    393.604
1919-04-14;--:--;    314.316
1919-04-15;--:--;    220.871
1919-04-16;--:--;    186.325
1919-04-17;--:--;    170.750
1919-04-18;--:--;    170.750
1919-04-19;--:--;    248.338
1919-04-20;--:--;    276.372
