# Title:                 GRDC STATION DATA FILE
#                        --------------
# Format:                DOS-ASCII
# Field delimiter:       ;
# missing values are indicated by -999.000
#
# file generation date:  2020-09-07
#
# GRDC-No.:              4103540
# River:                 TOLOVANA RIVER
# Station:               NEAR LIVENGOOD, AK
# Country:               US
# Latitude (DD):       65.4715
# Longitude (DD):      -148.2689
# Catchment area (km²):      360.01
# Altitude (m ASL):        137.0
# Next downstream station:      4103450
# Remarks:               
# Owner of original data: United States of America - US Geological Survey (USGS)
#************************************************************
#
# Data Set Content:      MEAN DAILY DISCHARGE (Q)
#                        --------------------
# Unit of measure:                  m³/s
# Time series:           2010-10 - 2013-09
# No. of years:          4
# Last update:           2018-09-07
#
# Table Header:
#     YYYY-MM-DD - Date
#     hh:mm      - Time
#     Value   - original (provided) data
#************************************************************
#
# Data lines: 1095
# DATA
YYYY-MM-DD;hh:mm; Value
2010-10-01;--:--;      0.317
2010-10-02;--:--;      0.343
2010-10-03;--:--;      0.382
2010-10-04;--:--;      0.351
2010-10-05;--:--;      0.340
2010-10-06;--:--;      0.323
2010-10-07;--:--;      0.306
2010-10-08;--:--;      0.300
2010-10-09;--:--;      0.283
2010-10-10;--:--;      0.238
2010-10-11;--:--;      0.273
2010-10-12;--:--;      0.246
2010-10-13;--:--;      0.184
2010-10-14;--:--;      0.190
2010-10-15;--:--;      0.142
2010-10-16;--:--;      0.104
2010-10-17;--:--;      0.091
2010-10-18;--:--;      0.088
2010-10-19;--:--;      0.082
2010-10-20;--:--;      0.079
2010-10-21;--:--;      0.076
2010-10-22;--:--;      0.074
2010-10-23;--:--;      0.071
2010-10-24;--:--;      0.068
2010-10-25;--:--;      0.065
2010-10-26;--:--;      0.062
2010-10-27;--:--;      0.062
2010-10-28;--:--;      0.059
2010-10-29;--:--;      0.059
2010-10-30;--:--;      0.057
2010-10-31;--:--;      0.057
2010-11-01;--:--;      0.054
2010-11-02;--:--;      0.054
2010-11-03;--:--;      0.051
2010-11-04;--:--;      0.051
2010-11-05;--:--;      0.051
2010-11-06;--:--;      0.048
2010-11-07;--:--;      0.048
2010-11-08;--:--;      0.048
2010-11-09;--:--;      0.045
2010-11-10;--:--;      0.045
2010-11-11;--:--;      0.045
2010-11-12;--:--;      0.045
2010-11-13;--:--;      0.042
2010-11-14;--:--;      0.042
2010-11-15;--:--;      0.042
2010-11-16;--:--;      0.042
2010-11-17;--:--;      0.042
2010-11-18;--:--;      0.042
2010-11-19;--:--;      0.040
2010-11-20;--:--;      0.040
2010-11-21;--:--;      0.040
2010-11-22;--:--;      0.040
2010-11-23;--:--;      0.040
2010-11-24;--:--;      0.040
2010-11-25;--:--;      0.040
2010-11-26;--:--;      0.040
2010-11-27;--:--;      0.037
2010-11-28;--:--;      0.037
2010-11-29;--:--;      0.034
2010-11-30;--:--;      0.034
2010-12-01;--:--;      0.031
2010-12-02;--:--;      0.031
2010-12-03;--:--;      0.031
2010-12-04;--:--;      0.028
2010-12-05;--:--;      0.028
2010-12-06;--:--;      0.028
2010-12-07;--:--;      0.028
2010-12-08;--:--;      0.025
2010-12-09;--:--;      0.025
2010-12-10;--:--;      0.025
2010-12-11;--:--;      0.025
2010-12-12;--:--;      0.023
2010-12-13;--:--;      0.023
2010-12-14;--:--;      0.023
2010-12-15;--:--;      0.023
2010-12-16;--:--;      0.020
2010-12-17;--:--;      0.020
2010-12-18;--:--;      0.020
2010-12-19;--:--;      0.020
2010-12-20;--:--;      0.017
2010-12-21;--:--;      0.017
2010-12-22;--:--;      0.017
2010-12-23;--:--;      0.017
2010-12-24;--:--;      0.017
2010-12-25;--:--;      0.014
2010-12-26;--:--;      0.014
2010-12-27;--:--;      0.014
2010-12-28;--:--;      0.014
2010-12-29;--:--;      0.014
2010-12-30;--:--;      0.011
2010-12-31;--:--;      0.011
2011-01-01;--:--;      0.011
2011-01-02;--:--;      0.011
2011-01-03;--:--;      0.011
2011-01-04;--:--;      0.008
2011-01-05;--:--;      0.008
2011-01-06;--:--;      0.008
2011-01-07;--:--;      0.008
2011-01-08;--:--;      0.008
2011-01-09;--:--;      0.006
2011-01-10;--:--;      0.006
2011-01-11;--:--;      0.006
2011-01-12;--:--;      0.006
2011-01-13;--:--;      0.006
2011-01-14;--:--;      0.003
2011-01-15;--:--;      0.003
2011-01-16;--:--;      0.003
2011-01-17;--:--;      0.003
2011-01-18;--:--;      0.003
2011-01-19;--:--;      0.003
2011-01-20;--:--;      0.000
2011-01-21;--:--;      0.000
2011-01-22;--:--;      0.000
2011-01-23;--:--;      0.000
2011-01-24;--:--;      0.000
2011-01-25;--:--;      0.000
2011-01-26;--:--;      0.000
2011-01-27;--:--;      0.000
2011-01-28;--:--;      0.000
2011-01-29;--:--;      0.000
2011-01-30;--:--;      0.000
2011-01-31;--:--;      0.000
2011-02-01;--:--;      0.000
2011-02-02;--:--;      0.000
2011-02-03;--:--;      0.000
2011-02-04;--:--;      0.000
2011-02-05;--:--;      0.000
2011-02-06;--:--;      0.000
2011-02-07;--:--;      0.000
2011-02-08;--:--;      0.000
2011-02-09;--:--;      0.000
2011-02-10;--:--;      0.000
2011-02-11;--:--;      0.000
2011-02-12;--:--;      0.000
2011-02-13;--:--;      0.000
2011-02-14;--:--;      0.000
2011-02-15;--:--;      0.000
2011-02-16;--:--;      0.000
2011-02-17;--:--;      0.000
2011-02-18;--:--;      0.000
2011-02-19;--:--;      0.000
2011-02-20;--:--;      0.000
2011-02-21;--:--;      0.000
2011-02-22;--:--;      0.000
2011-02-23;--:--;      0.000
2011-02-24;--:--;      0.000
2011-02-25;--:--;      0.000
2011-02-26;--:--;      0.000
2011-02-27;--:--;      0.000
2011-02-28;--:--;      0.000
2011-03-01;--:--;      0.000
2011-03-02;--:--;      0.000
2011-03-03;--:--;      0.000
2011-03-04;--:--;      0.000
2011-03-05;--:--;      0.000
2011-03-06;--:--;      0.000
2011-03-07;--:--;      0.000
2011-03-08;--:--;      0.000
2011-03-09;--:--;      0.000
2011-03-10;--:--;      0.000
2011-03-11;--:--;      0.000
2011-03-12;--:--;      0.000
2011-03-13;--:--;      0.000
2011-03-14;--:--;      0.000
2011-03-15;--:--;      0.000
2011-03-16;--:--;      0.000
2011-03-17;--:--;      0.000
2011-03-18;--:--;      0.000
2011-03-19;--:--;      0.000
2011-03-20;--:--;      0.000
2011-03-21;--:--;      0.000
2011-03-22;--:--;      0.000
2011-03-23;--:--;      0.000
2011-03-24;--:--;      0.000
2011-03-25;--:--;      0.000
2011-03-26;--:--;      0.000
2011-03-27;--:--;      0.000
2011-03-28;--:--;      0.000
2011-03-29;--:--;      0.000
2011-03-30;--:--;      0.000
2011-03-31;--:--;      0.000
2011-04-01;--:--;      0.000
2011-04-02;--:--;      0.000
2011-04-03;--:--;      0.000
2011-04-04;--:--;      0.000
2011-04-05;--:--;      0.000
2011-04-06;--:--;      0.000
2011-04-07;--:--;      0.000
2011-04-08;--:--;      0.000
2011-04-09;--:--;      0.000
2011-04-10;--:--;      0.000
2011-04-11;--:--;      0.000
2011-04-12;--:--;      0.000
2011-04-13;--:--;      0.000
2011-04-14;--:--;      0.000
2011-04-15;--:--;      0.000
2011-04-16;--:--;      0.000
2011-04-17;--:--;      0.000
2011-04-18;--:--;      0.000
2011-04-19;--:--;      0.000
2011-04-20;--:--;      0.000
2011-04-21;--:--;      0.000
2011-04-22;--:--;      0.000
2011-04-23;--:--;      0.000
2011-04-24;--:--;      0.000
2011-04-25;--:--;      0.000
2011-04-26;--:--;      0.000
2011-04-27;--:--;      0.057
2011-04-28;--:--;      0.425
2011-04-29;--:--;      0.985
2011-04-30;--:--;      1.982
2011-05-01;--:--;      7.787
2011-05-02;--:--;     15.149
2011-05-03;--:--;     20.388
2011-05-04;--:--;     22.937
2011-05-05;--:--;     24.352
2011-05-06;--:--;     22.653
2011-05-07;--:--;     21.096
2011-05-08;--:--;     15.999
2011-05-09;--:--;     15.149
2011-05-10;--:--;     16.990
2011-05-11;--:--;     12.743
2011-05-12;--:--;     10.902
2011-05-13;--:--;     11.327
2011-05-14;--:--;     10.194
2011-05-15;--:--;     17.415
2011-05-16;--:--;     21.153
2011-05-17;--:--;     21.153
2011-05-18;--:--;     18.519
2011-05-19;--:--;     14.357
2011-05-20;--:--;     13.564
2011-05-21;--:--;     10.222
2011-05-22;--:--;      9.571
2011-05-23;--:--;     17.188
2011-05-24;--:--;     24.664
2011-05-25;--:--;     12.063
2011-05-26;--:--;      8.467
2011-05-27;--:--;      6.088
2011-05-28;--:--;      4.672
2011-05-29;--:--;      3.738
2011-05-30;--:--;      4.899
2011-05-31;--:--;      3.540
2011-06-01;--:--;      2.670
2011-06-02;--:--;      2.226
2011-06-03;--:--;      1.852
2011-06-04;--:--;      1.495
2011-06-05;--:--;      1.271
2011-06-06;--:--;      1.164
2011-06-07;--:--;      1.048
2011-06-08;--:--;      0.926
2011-06-09;--:--;      1.102
2011-06-10;--:--;      2.500
2011-06-11;--:--;      2.104
2011-06-12;--:--;      1.747
2011-06-13;--:--;      5.182
2011-06-14;--:--;     22.399
2011-06-15;--:--;     11.213
2011-06-16;--:--;      6.286
2011-06-17;--:--;      4.219
2011-06-18;--:--;      3.002
2011-06-19;--:--;      2.237
2011-06-20;--:--;      1.775
2011-06-21;--:--;      1.586
2011-06-22;--:--;      1.540
2011-06-23;--:--;      1.620
2011-06-24;--:--;      1.603
2011-06-25;--:--;      1.478
2011-06-26;--:--;      1.269
2011-06-27;--:--;      1.169
2011-06-28;--:--;      1.294
2011-06-29;--:--;      1.453
2011-06-30;--:--;      7.532
2011-07-01;--:--;     13.422
2011-07-02;--:--;      8.269
2011-07-03;--:--;      4.559
2011-07-04;--:--;     31.715
2011-07-05;--:--;     23.078
2011-07-06;--:--;      8.637
2011-07-07;--:--;      5.012
2011-07-08;--:--;      3.568
2011-07-09;--:--;      8.127
2011-07-10;--:--;      4.927
2011-07-11;--:--;      3.115
2011-07-12;--:--;      2.384
2011-07-13;--:--;      2.200
2011-07-14;--:--;      1.999
2011-07-15;--:--;      1.657
2011-07-16;--:--;      1.484
2011-07-17;--:--;      1.577
2011-07-18;--:--;      1.433
2011-07-19;--:--;      1.334
2011-07-20;--:--;      1.232
2011-07-21;--:--;      1.065
2011-07-22;--:--;      0.929
2011-07-23;--:--;      0.816
2011-07-24;--:--;      0.816
2011-07-25;--:--;      0.966
2011-07-26;--:--;      0.932
2011-07-27;--:--;      0.883
2011-07-28;--:--;      1.005
